"Id
===
Id
===
int-c","代码
===
Code
===
string-c","名称
===
Name
===
string-c","值
===
Value
===
string-c"
30028,Step3Skill1Rate,招式：第三招一般技能1概率,0
30029,Step3Skill2Rate,招式：第三招一般技能2概率,0
30030,Step3Skill3Rate,招式：第三招一般技能3概率,0
30031,Step3Skill4Rate,招式：第三招一般技能4概率,0
30032,Step4NormalRate,招式：第四招普通攻击概率,0
30033,Step4Skill0Rate,招式：第四招一般技能0概率,0
30034,Step4Skill1Rate,招式：第四招一般技能1概率,0
30035,Step4Skill2Rate,招式：第四招一般技能2概率,0
30036,Step4Skill3Rate,招式：第四招一般技能3概率,0
30037,Step4Skill4Rate,招式：第四招一般技能4概率,0
30038,Step5NormalRate,招式：第五招普通攻击概率,0
30039,Step5Skill0Rate,招式：第五招一般技能0概率,0
30040,Step5Skill1Rate,招式：第五招一般技能1概率,0
30041,Step5Skill2Rate,招式：第五招一般技能2概率,0
30042,Step5Skill3Rate,招式：第五招一般技能3概率,0
30043,Step5Skill4Rate,招式：第五招一般技能4概率,0
30044,CanAttackFly,是否追击浮空目标,0
30045,AttackBorn,出生是否立即攻击,0
#攻击脚本：有目标时发动技能，需配合索敌脚本,,,
30100,SriptName,脚本名,AIScript_Attack_ByTarget
30101,SkillIDX,攻击：技能索引,-1
#攻击脚本：固定时间间隔发动技能,,,
30200,SriptName,脚本名,AIScript_Attack_ByTime
30201,SkillIDX,攻击：技能索引,-1
30202,AttackInterval,攻击：时间间隔,1
#附加修改,,,
40000,SriptName,脚本名,AIScript_Attribute_Other
40001,RiseTimeModify,起身时间修正,-1
40002,HitLogicID,出生时附加的Logic效果（Buff）,2001
40003,NavAvoidPrior,移动阻挡等级,0
40004,BodyAliveTime,尸体存在时间修正,-1
#霸体,,,
50000,SriptName,脚本名,AIScript_Attribute_NoHitPhysic
50001,ImpactLogicID,霸体：效果逻辑,11
50002,IronValueRate,霸体：霸体值计算比率,0.1
50003,IronRestoreValue,霸体：霸体值恢复速率,10
50004,IronRestoreTime,霸体：不再受到攻击开始恢复霸体值的时间,10
50005,IsBornWithIron,霸体：是否出生自带霸体,1
50006,HpIronRate1,霸体：HP比率小于时触发该霸体,0
50007,HpIronRate2,霸体：HP比率小于时触发该霸体,0
50008,HpIronRate3,霸体：HP比率小于时触发该霸体,0
50009,HpIronRate4,霸体：HP比率小于时触发该霸体,0
50010,HpIronRate5,霸体：HP比率小于时触发该霸体,0
50011,FadeOutEffect,霸体：霸体破除瞬间特效,20023
50012,FadeOutPhysic,霸体：霸体破除瞬间物理效果,1004
50013,ImpactRestoreInterval,霸体：霸体破除恢复时间,-1
#触发,,,
60000,SriptName,脚本名,AIScript_Action_Trigger
60001,AITriggerCondition,触发条件,5
60002,AITriggerConditionParam1,触发条件参数1,50
60003,AITriggerConditionParam2,触发条件参数2,-1
60004,AITriggerAction,触发动作,2
60005,AITriggerActionParam1,触发动作参数1,0
60006,AITriggerActionParam2,触发动作参数2,-1
#攻击脚本：PVP顺序释放技能,,,
70000,SriptName,脚本名,AIScript_Attack_PVPSkillOrder
70001,StartStepDistance,招式：开始第一招的距离,2
70002,CanAttackFly,是否追击浮空目标,0
#主城随机移动,,,
80000,SriptName,脚本名,AIScript_Move_MainSceneWander
80001,LeaveRate,下线：下线概率,1
80002,LeaveMin,下线：在线最小时间,30
80003,LeaveMax,下线：在线最大时间,30
80004,LeaveWaitMin,下线：最小等待时间,3
80005,LeaveWaitMax,下线：最大等待时间,10
80004,WaitRate,等待：到达目的地后等待时间,1
80005,WaitMin,等待：等待时间最小值（秒）,0
80006,WaitMax,等待：等待时间最大值（秒）,30
80007,MovePos0,移动的点1,1
80008,MovePos1,移动的点2,2
80009,MovePos2,移动的点3,3
80010,MovePos3,移动的点4,4
80011,MovePos4,移动的点5,5
80012,MovePos5,移动的点6,6
80013,MovePos6,移动的点7,-1
80014,MovePos7,移动的点8,-1
80015,MovePos8,移动的点9,-1
80016,MovePos9,移动的点10,-1
