"Id
===
Id
===
int-cs","Ãû³Æ
===
Name
===
string-cs","¿ÉÕë¶ÔËÀÍöÄ¿±êÊ¹ÓÃ
===
UseOnDead
===
int-s","BuffId0
===
Buff0
===
int-cs","BuffId1
===
Buff1
===
int-cs","BuffId2
===
Buff2
===
int-cs","BuffId3
===
Buff3
===
int-cs","ÃüÖÐ¹«Ê½
===
HitExp
===
string-s","±©»÷¹«Ê½
===
CriticalAttackExp
===
string-s","·¢Éäµã
===
Launch
===
string-c","ÃüÖÐµã
===
HitPoint
===
string-c","·ÉÐÐÌØÐ§
===
FlyEffect
===
int-c","ÃüÖÐÌØÐ§
===
HitEffect
===
int-c","ÉÁ±ÜÃüÖÐ
===
MissDo
===
int-c","±»»÷¶¯×÷
===
ActionName
===
string-c","·ÉÐÐËÙ¶È
===
Speed
===
float-c"
10246,¸îÁÑ-4,0,102461,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1023,0,be hit,2000
10256,¸îÁÑ-5,0,102561,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1023,0,be hit,2000
10316,´©´Ì-1,0,103161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,-1,1,be hit,2000
10326,´©´Ì-2,0,103261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,-1,1,be hit,2000
10336,´©´Ì-3,0,103361,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,-1,1,be hit,2000
10346,´©´Ì-4,0,103461,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,-1,1,be hit,2000
10356,´©´Ì-5,0,103561,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,-1,1,be hit,2000
10416,Ë«ÁúÉÁ-1,0,104161,104161,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1043,1,be hit,2000
10426,Ë«ÁúÉÁ-2,0,104261,104261,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1043,1,be hit,2000
10436,Ë«ÁúÉÁ-3,0,104361,104361,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1043,1,be hit,2000
10446,Ë«ÁúÉÁ-4,0,104461,104461,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1043,1,be hit,2000
10456,Ë«ÁúÉÁ-5,0,104561,104561,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#center#,-1,1043,1,be hit,2000
10516,½£Îè-1,0,105161,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#bottom#,1052,1053,0,be hit,2000
10526,½£Îè-2,0,105261,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#bottom#,1052,1053,0,be hit,2000
10536,½£Îè-3,0,105361,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#bottom#,1052,1053,0,be hit,2000
10546,½£Îè-4,0,105461,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#bottom#,1052,1053,0,be hit,2000
10556,½£Îè-5,0,105561,-1,-1,-1,"([BulletRandom]/10)<(500+(([Caster.HitRating]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,if([Caster.ExAttr0]-[Target.ExAttr0]<-10,-10,[Caster.ExAttr0]-[Target.ExAttr0]))-8)/52*14)-[Target.DodgeRating]/((20+[Target.ExAttr0]-if([Target.ExAttr0]-[Caster.ExAttr0]>10,10,if([Target.ExAttr0]-[Caster.ExAttr0]<-10,-10,[Target.ExAttr0]-[Caster.ExAttr0]))-8)/52*14))*10))","if(([BulletRandom]/10)>(1000-([Caster.CriticalAttack]/((20+[Caster.ExAttr0]-if([Caster.ExAttr0]-[Target.ExAttr0]>10,10,[Caster.ExAttr0]-[Target.ExAttr0])-8)/52*14)-[Target.Resilience]/((20+[Caster.ExAttr0]-8)/52*14))*10), [Caster.CriticalDamage]/100, 1)",#weapon#,#bottom#,1052,1053,0,be hit,2000
10616,ÎäÆ÷×¨×¢-1,0,106161,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
10626,ÎäÆ÷×¨×¢-2,0,106261,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
10636,ÎäÆ÷×¨×¢-3,0,106361,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
10646,ÎäÆ÷×¨×¢-4,0,106461,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
10656,ÎäÆ÷×¨×¢-5,0,106561,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
10716,ÓÂÃÍ-1,0,107161,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
10726,ÓÂÃÍ-2,0,107261,-1,-1,-1,1,1,#weapon#,#center#,-1,-1,1,,2000
