"Id
===
Id
===
int-cs","描述
===
Desc
===
string-cs","是否为掉落包
===
IsPackage
===
int-cs","产出上限
===
Capacity
===
int-cs","奖励0.Id
===
Rewards0.Id
===
int-cs","奖励0.数量
===
Rewards0.num
===
int-cs","奖励0.概率
===
Rewards0.Odds
===
int-cs","奖励1.Id
===
Rewards1.Id
===
int-cs","奖励1.数量
===
Rewards1.num
===
int-cs","奖励1.概率
===
Rewards1.Odds
===
int-cs","奖励2.Id
===
Rewards2.Id
===
int-cs","奖励2.数量
===
Rewards2.num
===
int-cs","奖励2.概率
===
Rewards2.Odds
===
int-cs","奖励3.Id
===
Rewards3.Id
===
int-cs","奖励3.数量
===
Rewards3.num
===
int-cs","奖励3.概率
===
Rewards3.Odds
===
int-cs","奖励4.Id
===
Rewards4.Id
===
int-cs","奖励4.数量
===
Rewards4.num
===
int-cs","奖励4.概率
===
Rewards4.Odds
===
int-cs","奖励5.Id
===
Rewards5.Id
===
int-cs","奖励5.数量
===
Rewards5.num
===
int-cs","奖励5.概率
===
Rewards5.Odds
===
int-cs","奖励6.Id
===
Rewards6.Id
===
int-cs","奖励6.数量
===
Rewards6.num
===
int-cs","奖励6.概率
===
Rewards6.Odds
===
int-cs","奖励7.Id
===
Rewards7.Id
===
int-cs","奖励7.数量
===
Rewards7.num
===
int-cs","奖励7.概率
===
Rewards7.Odds
===
int-cs","奖励8.Id
===
Rewards8.Id
===
int-cs","奖励8.数量
===
Rewards8.num
===
int-cs","奖励8.概率
===
Rewards8.Odds
===
int-cs","奖励9.Id
===
Rewards9.Id
===
int-cs","奖励9.数量
===
Rewards9.num
===
int-cs","奖励9.概率
===
Rewards9.Odds
===
int-cs","奖励10.Id
===
Rewards10.Id
===
int-cs","奖励10.数量
===
Rewards10.num
===
int-cs","奖励10.概率
===
Rewards10.Odds
===
int-cs","奖励11.Id
===
Rewards11.Id
===
int-cs","奖励11.数量
===
Rewards11.num
===
int-cs","奖励11.概率
===
Rewards11.Odds
===
int-cs","奖励12.Id
===
Rewards12.Id
===
int-cs","奖励12.数量
===
Rewards12.num
===
int-cs","奖励12.概率
===
Rewards12.Odds
===
int-cs","奖励13.Id
===
Rewards13.Id
===
int-cs","奖励13.数量
===
Rewards13.num
===
int-cs","奖励13.概率
===
Rewards13.Odds
===
int-cs","奖励14.Id
===
Rewards14.Id
===
int-cs","奖励14.数量
===
Rewards14.num
===
int-cs","奖励14.概率
===
Rewards14.Odds
===
int-cs"
126,文荣精华包,0,1,30028,1,275,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,11,-1,127,-1,-1,0,-1,-1,0
127,楠木包,0,1,30004,1,93,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,12,-1,36,-1,-1,0,-1,-1,0
128,翡翠包,0,1,30004,1,93,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,13,-1,36,-1,-1,0,-1,-1,0
129,罗汉精魄包,0,1,30004,1,93,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,14,-1,36,-1,-1,0,-1,-1,0
130,木棉包,0,1,30000,1,10000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,15,-1,989,-1,-1,0,-1,-1,0
131,粗线包,0,1,30000,1,10000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,16,-1,989,-1,-1,0,-1,-1,0
132,皂斗包,0,1,30000,1,10000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,17,-1,989,-1,-1,0,-1,-1,0
133,绢布包,0,1,30001,1,3033,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,18,-1,699,-1,-1,0,-1,-1,0
134,细线包,0,1,30001,1,3033,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,19,-1,699,-1,-1,0,-1,-1,0
135,栀子包,0,1,30001,1,3033,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,20,-1,699,-1,-1,0,-1,-1,0
136,绫罗包,0,1,30002,1,1042,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,21,-1,244,-1,-1,0,-1,-1,0
137,百花线包,0,1,30002,1,1042,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,22,-1,244,-1,-1,0,-1,-1,0
138,蓝草包,0,1,30002,1,1042,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,23,-1,244,-1,-1,0,-1,-1,0
139,绸缎包,0,1,30003,1,275,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,24,-1,127,-1,-1,0,-1,-1,0
140,金丝线包,0,1,30003,1,275,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,25,-1,127,-1,-1,0,-1,-1,0
141,紫草包,0,1,30003,1,275,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,26,-1,127,-1,-1,0,-1,-1,0
142,玉帛包,0,1,30004,1,93,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,27,-1,36,-1,-1,0,-1,-1,0
143,蚕丝线包,0,1,30004,1,93,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,28,-1,36,-1,-1,0,-1,-1,0
144,茜草包,0,1,30004,1,93,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,29,-1,36,-1,-1,0,-1,-1,0
145,烂石包,0,1,30000,1,10000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,30,-1,989,-1,-1,0,-1,-1,0
146,明金包,0,1,30000,1,10000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,31,-1,989,-1,-1,0,-1,-1,0
147,斜石包,0,1,30001,1,3033,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,32,-1,699,-1,-1,0,-1,-1,0
148,销金包,0,1,30001,1,3033,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,33,-1,699,-1,-1,0,-1,-1,0
149,松石包,0,1,30002,1,1042,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,34,-1,244,-1,-1,0,-1,-1,0
150,镂金包,0,1,30002,1,1042,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,35,-1,244,-1,-1,0,-1,-1,0
151,银沙包,0,1,30003,1,275,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,36,-1,127,-1,-1,0,-1,-1,0
152,盘金包,0,1,30003,1,275,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,37,-1,127,-1,-1,0,-1,-1,0
153,月锡石包,0,1,30004,1,93,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,38,-1,36,-1,-1,0,-1,-1,0
154,织金包,0,1,30004,1,93,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,0,39,-1,36,-1,-1,0,-1,-1,0
155,怒眉宝镜包,0,2,80081,1,10000,80082,1,1000,80083,1,1000,80084,1,1000,80085,1,1000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
156,银凌仙衣包,0,2,80081,1,1000,80082,1,10000,80083,1,1000,80084,1,1000,80085,1,1000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
157,龙夕火包,0,2,80081,1,1000,80082,1,1000,80083,1,10000,80084,1,1000,80085,1,1000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
158,兜率灵炎包,0,2,80081,1,1000,80082,1,1000,80083,1,1000,80084,1,10000,80085,1,1000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
159,山河社稷图包,0,2,80081,1,700,80082,1,700,80083,1,700,80084,1,700,80085,1,7000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
160,鬼面镜包,0,2,80086,1,7000,80087,1,700,80088,1,700,80089,1,700,80090,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
161,北极火包,0,2,80086,1,700,80087,1,7000,80088,1,700,80089,1,700,80090,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
162,呐魂纱包,0,2,80086,1,700,80087,1,700,80088,1,7000,80089,1,700,80090,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
163,皓天镜包,0,2,80086,1,700,80087,1,700,80088,1,700,80089,1,7000,80090,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
164,八面驭风屏包,0,2,80086,1,700,80087,1,700,80088,1,700,80089,1,700,80090,1,7000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
165,五云锁仙屏包,0,2,80091,1,7000,80092,1,700,80093,1,700,80094,1,700,80095,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
166,天旋神纱包,0,2,80091,1,700,80092,1,7000,80093,1,700,80094,1,700,80095,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
167,冰银环包,0,2,80091,1,700,80092,1,700,80093,1,7000,80094,1,700,80095,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
168,天心双环包,0,2,80091,1,700,80092,1,700,80093,1,700,80094,1,7000,80095,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
169,通天神火柱包,0,2,80091,1,700,80092,1,700,80093,1,700,80094,1,700,80095,1,7000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
170,风火蒲团包,0,2,80096,1,7000,80097,1,700,80098,1,700,80099,1,700,80100,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
171,如意乾坤袋包,0,2,80096,1,700,80097,1,7000,80098,1,700,80099,1,700,80100,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
172,紫薇天庭甲包,0,2,80096,1,700,80097,1,700,80098,1,7000,80099,1,700,80100,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
173,白玉金刚镯包,0,2,80096,1,700,80097,1,700,80098,1,700,80099,1,7000,80100,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
174,紫云落影环包,0,2,80096,1,700,80097,1,700,80098,1,700,80099,1,700,80100,1,7000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
175,玉心环包,0,2,80101,1,7000,80102,1,700,80103,1,700,80104,1,700,80105,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
176,天王镜包,0,2,80101,1,700,80102,1,7000,80103,1,700,80104,1,700,80105,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
177,五光石包,0,2,80101,1,700,80102,1,700,80103,1,7000,80104,1,700,80105,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
178,龙王镜包,0,2,80101,1,700,80102,1,700,80103,1,700,80104,1,7000,80105,1,700,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
179,幻空幛包,0,2,80101,1,500,80102,1,500,80103,1,500,80104,1,500,80105,1,5000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
180,玄冰烈火鼎包,0,2,80106,1,5000,80107,1,500,80108,1,500,80109,1,500,80110,1,500,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
181,神雷鉴包,0,2,80106,1,500,80107,1,5000,80108,1,500,80109,1,500,80110,1,500,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
182,金砖包,0,2,80106,1,500,80107,1,500,80108,1,5000,80109,1,500,80110,1,500,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
183,纯阳真火包,0,2,80106,1,500,80107,1,500,80108,1,500,80109,1,5000,80110,1,500,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
184,四象宝塔包,0,2,80106,1,500,80107,1,500,80108,1,500,80109,1,500,80110,1,5000,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0
