"Id
===
Id
===
int-cs","名称
===
Name
===
string-cs","职业
===
Profession
===
int-s","品质
===
Quality
===
int-c","等级
===
Level
===
int-cs","血条长度
===
HPBar
===
float-c","属性值0
===
Attr0
===
float-cs","属性值1
===
Attr1
===
float-cs","属性值2
===
Attr2
===
float-cs","属性值3
===
Attr3
===
float-cs","属性值4
===
Attr4
===
float-cs","属性值5
===
Attr5
===
float-cs","属性值6
===
Attr6
===
float-cs","属性值7
===
Attr7
===
float-cs","属性值8
===
Attr8
===
float-cs","属性值9
===
Attr9
===
float-cs","属性值10
===
Attr10
===
float-cs","属性值11
===
Attr11
===
float-cs","属性值12
===
Attr12
===
float-cs","属性值13
===
Attr13
===
float-cs","属性值14
===
Attr14
===
float-cs","属性值15
===
Attr15
===
float-cs","属性值16
===
Attr16
===
float-cs","属性值17
===
Attr17
===
float-cs","属性值18
===
Attr18
===
float-cs","属性值19
===
Attr19
===
float-cs","属性值20
===
Attr20
===
float-cs","属性值21
===
Attr21
===
float-cs","属性值22
===
Attr22
===
float-cs","属性值23
===
Attr23
===
float-cs","属性值24
===
Attr24
===
float-cs","属性值25
===
Attr25
===
float-cs","属性值26
===
Attr26
===
float-cs","属性值27
===
Attr27
===
float-cs","属性值28
===
Attr28
===
float-cs","属性值29
===
Attr29
===
float-cs","属性值30
===
Attr30
===
float-cs","属性值31
===
Attr31
===
float-cs","普攻技能
===
NormalSkill
===
int-cs","一般技能Id0
===
Skill0
===
int-cs","一般技能Id1
===
Skill1
===
int-cs","一般技能Id2
===
Skill2
===
int-cs","一般技能Id3
===
Skill3
===
int-cs","一般技能Id4
===
Skill4
===
int-cs","掉落0
===
Drops0
===
string-s","掉落1
===
Drops1
===
string-s","展示ID
===
ShowID
===
int-c","展示武器ID
===
ShowWeaponID
===
int-c","展示大小比率
===
ShowSize
===
float-c","战斗对话
===
FightDialog
===
string-c","死亡对话
===
DeadDialog
===
string-c","掉落关卡Id
===
StageId
===
int-cs"
1010,鲁班技能怪Lv4,0,0,40,1,0,1024.692641,87673.7058,28,0,0,0,0,130.39625,260.7925,260.7925,260.7925,710.1698,710.1698,734.09433,734.09433,257.6104939,5,0,0,0,0,1,5,5,0,0,0,0,0,0,0,39503,-1,-1,-1,-1,-1,,,60603,-1,-1,,,-1
1011,鲁班技能怪Lv5,0,0,50,1,0,1394.261345,117647.2677,28,0,0,0,0,185.9624112,371.9248224,371.9248224,371.9248224,984.3618,984.3618,1009.01073,1009.01073,362.8782819,5,0,0,0,0,1,5,5,0,0,0,0,0,0,0,39504,-1,-1,-1,-1,-1,,,60604,-1,-1,,,-1
#新手章.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,刀兵,0,0,1,1,24.84,40.535,216,23,0,0,0,0,22.825,22.825,22.825,22.825,61,61,62.25,62.25,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,400,-1,-1,-1,,-1
10002,刀兵队长,0,0,1,1,37.26,64.856,324,23,0,0,0,0,22.825,22.825,22.825,22.825,61,97.6,62.25,99.6,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,401,-1,-1,-1,,-1
10003,锤兵,0,0,1,1,41.4,64.856,234,23,0,0,0,0,22.825,22.825,22.825,22.825,61,305,62.25,62.25,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,-1,,-1
10004,锤兵队长,0,0,1,1,53.82,89.177,342,24,0,0,0,0,36.52,36.52,36.52,36.52,61,341.6,62.25,99.6,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,201200,-1,-1,-1,,,403,-1,-1,-1,,-1
#新手章.2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
10011,锤兵,0,0,2,1,56.712,79.59024,369.1564798,23,0,0,0,0,27.1075,27.1075,27.1075,27.1075,71.5,357.5,73.575,73.575,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,-1,,-1
10012,锤兵队长,0,0,2,1,73.7256,109.43658,539.5363936,23,0,0,0,0,43.372,43.372,43.372,43.372,71.5,400.4,73.575,117.72,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,201200,-1,-1,-1,,,403,-1,-1,-1,,-1
10013,女杀手,0,0,2,1,45.3696,39.79512,227.1732184,24,0,0,0,0,21.686,21.686,21.686,21.686,71.5,92.95,73.575,73.575,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,-1,,-1
10014,女杀手头领,0,0,2,1,62.3832,69.64146,397.5531321,23,0,0,0,0,37.9505,37.9505,37.9505,37.9505,71.5,135.85,73.575,117.72,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,-1,,-1
10015,妲己（boss）,0,0,2,709.9163074,28.356,69.64146,4259.497844,23,0,0,0,0,27.1075,54.215,54.215,54.215,71.5,71.5,73.575,73.575,0,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,80000,80200,80300,80400,-1,-1,,,200,-1,-1,-1,,-1
10016,纣王（boss）,0,0,2,709.9163074,90.7392,99.4878,4259.497844,23,0,0,0,0,27.1075,13.55375,27.1075,27.1075,71.5,71.5,73.575,73.575,0,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,31000,31200,31300,-1,-1,-1,,,101,-1,-1,-1,,-1
10017,哪吒(友),0,0,2,1,73.7256,64.66707,511.1397413,23,0,0,0,0,27.1075,13.55375,27.1075,27.1075,71.5,71.5,73.575,73.575,0,0,10,0,0,0,1,0,6,0,0,0,0,0,0,0,36000,36200,36300,-1,-1,-1,,,106,-1,-1,-1,,-1
10018,姜子牙(友),0,0,2,1,28.356,49.7439,567.9330459,24,0,0,0,0,59.6365,59.6365,29.81825,59.6365,71.5,71.5,73.575,73.575,0,0,6,0,0,0,1,0,6,0,0,0,0,0,0,0,32000,32200,32300,32400,-1,-1,,,102,-1,-1,-1,,-1
#chapter01_stage1_Stage_BingYuan_01,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
10101,刀兵,0,0,3,1,44.5968,59.4956,411.9737086,23,0,0,0,0,31.39,31.39,31.39,31.39,82,82,84.9,84.9,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,400,-1,-1,-1,,-1
10102,女杀手,0,0,3,1,59.4624,47.59648,274.6491391,23,0,0,0,0,25.112,25.112,25.112,25.112,82,106.6,84.9,84.9,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,-1,,-1
10103,杀手头领,0,0,3,1,81.7608,83.29384,480.6359934,24,0,0,0,0,43.946,43.946,43.946,43.946,82,155.8,84.9,135.84,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,-1,,-1
10104,弓箭手,0,0,3,1,37.164,59.4956,274.6491391,23,0,0,0,0,25.112,25.112,25.112,25.112,82,82,84.9,84.9,0,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,-1,,-1
10105,貂蝉,0,0,3,735.6673368,74.328,83.29384,5149.671358,23,0,0,0,0,21.973,43.946,43.946,43.946,82,82,84.9,84.9,0,0,5,0,0,0,1,0,6,0,0,0,0,0,0,0,81000,81200,81300,81400,-1,-1,,,201,-1,-1,-1,,-1
#chapter01_stage2_Stage_ShaMo_02,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
10201,刀兵,0,0,4,1,56.5488,69.7901,486.7350413,23,0,0,0,0,35.6725,35.6725,35.6725,35.6725,92.5,92.5,96.225,96.225,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,400,-1,-1,-1,-1,-1
10202,锤兵,0,0,4,1,94.248,111.66416,527.2962947,23,0,0,0,0,35.6725,35.6725,35.6725,35.6725,92.5,462.5,96.225,96.225,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,-1,-1,-1
10203,弓箭兵,0,0,4,1,47.124,69.7901,324.4900275,24,0,0,0,0,28.538,28.538,28.538,28.538,92.5,92.5,96.225,96.225,0,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,-1,-1,-1
10204,锤兵头领,0,0,4,1,122.5224,153.53822,770.6638153,23,0,0,0,0,57.076,57.076,57.076,57.076,92.5,518,96.225,153.96,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,201200,-1,-1,-1,,,403,-1,-1,-1,-1,-1
10205,曹操（boss),0,0,4,988.6805526,94.248,125.62218,7909.44442,24,0,0,0,0,78.4795,78.4795,39.23975,78.4795,92.5,92.5,96.225,96.225,0,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,43000,43200,43300,43400,-1,-1,,,113,-1,-1,-1,-1,-1
#chapter01_stage3_Stage_CaoYuan_03,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
10301,女杀手,0,0,5,1,93.1776,65.00592,372.0288254,23,0,0,0,0,31.964,31.964,31.964,31.964,103,133.9,107.55,107.55,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,,,-1
10302,弓箭手队长,0,0,5,1,58.236,65.00592,651.0504444,23,0,0,0,0,55.937,55.937,55.937,55.937,103,164.8,107.55,172.08,0,0,7,0,0,0,1,0,5,0,0,0,0,0,0,0,215000,215100,-1,-1,-1,-1,,,420,-1,-1,,,-1
10303,锤兵,0,0,5,1,116.472,130.01184,604.5468412,24,0,0,0,0,39.955,39.955,39.955,39.955,103,515,107.55,107.55,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,,,-1
10304,刀兵,0,0,5,1,69.8832,81.2574,558.043238,23,0,0,0,0,39.955,39.955,39.955,39.955,103,103,107.55,107.55,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,400,-1,-1,,,-1
10305,杨戬（boss）,0,0,4,760.523502,94.248,195.41228,6084.188016,23,0,0,0,0,57.076,57.076,57.076,28.538,92.5,92.5,96.225,96.225,0,0,4,0,0,0,1,0,6,0,0,0,0,0,0,0,33000,33200,1010180,33400,-1,-1,,,103,-1,-1,,,-1
#chapter01_stage4_Stage_DiXiaCheng_05,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
10401,女杀手,0,0,6,1,112.8,74.126,426.49302,23,0,0,0,0,34.59,34.59,34.59,34.59,113.5,147.55,118.875,118.875,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,-1,-1,-1
10402,刀兵,0,0,6,1,84.6,92.6575,639.73953,23,0,0,0,0,43.2375,43.2375,43.2375,43.2375,113.5,113.5,118.875,118.875,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,400,-1,-1,-1,-1,-1
10403,刀兵队长,0,0,6,1,126.9,148.252,959.6092951,24,0,0,0,0,43.2375,43.2375,43.2375,43.2375,113.5,181.6,118.875,190.2,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,401,-1,-1,-1,-1,-1
10404,弓箭手,0,0,6,1,70.5,92.6575,426.49302,23,0,0,0,0,34.59,34.59,34.59,34.59,113.5,113.5,118.875,118.875,0,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,-1,-1,-1
10405,锤兵,0,0,6,1,141,148.252,693.0511575,23,0,0,0,0,43.2375,43.2375,43.2375,43.2375,113.5,567.5,118.875,118.875,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,-1,-1,-1
10406,锤兵队长,0,0,6,1,211.5,240.9095,1226.167433,23,0,0,0,0,86.475,86.475,86.475,86.475,113.5,681,118.875,237.75,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,201200,-1,-1,-1,,,60403,-1,-1,-1,-1,-1
10407,女杀手,0,0,6,1,126.9,92.6575,373.1813925,23,0,0,0,0,43.2375,43.2375,43.2375,43.2375,113.5,170.25,118.875,142.65,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,-1,-1,-1
10408,哪吒(boss),0,0,6,1799.267428,146.64,120.45475,7197.069713,24,0,0,0,0,43.2375,21.61875,43.2375,43.2375,113.5,113.5,118.875,118.875,0,0,10,0,0,0,1,0,6,0,0,0,0,0,0,0,36000,36200,36300,-1,1010120,-1,,,106,-1,-1,-1,-1,-1
#chapter01_stage5_Stage_ShaMo_08,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
10501,弓箭手,0,0,6,1,70.5,92.6575,426.49302,23,0,0,0,0,34.59,34.59,34.59,34.59,113.5,113.5,118.875,118.875,0,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,,,-1
10502,锤兵,0,0,6,1,141,148.252,693.0511575,23,0,0,0,0,43.2375,43.2375,43.2375,43.2375,113.5,567.5,118.875,118.875,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,,,-1
10503,女杀手,0,0,6,1,112.8,74.126,426.49302,24,0,0,0,0,34.59,34.59,34.59,34.59,113.5,147.55,118.875,118.875,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,,,-1
10504,锤兵队长,0,0,7,1,251.748,271.96104,1385.887072,23,0,0,0,0,95.04,95.04,95.04,95.04,124,744,130.2,260.4,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,201200,-1,-1,-1,,,60403,-1,-1,,,-1
10505,女杀手队长,0,0,7,1,184.6152,146.44056,843.583435,23,0,0,0,0,66.528,66.528,66.528,66.528,124,235.6,130.2,208.32,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,,,-1
10506,刀兵队长,0,0,7,1,151.0488,167.36064,1084.607274,24,0,0,0,0,47.52,47.52,47.52,47.52,124,198.4,130.2,208.32,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,401,-1,-1,,,-1
10507,姜子牙（boss）,0,0,8,1754.124123,147.726,117.0861,10524.74474,24,0,0,0,0,113.9655,113.9655,56.98275,113.9655,134.5,134.5,141.525,141.525,0,0,6,0,0,0,1,0,6,0,0,0,0,0,0,0,32000,32200,32300,32400,-1,-1,,,102,-1,-1,,,-1
10508,箭塔_火,0,0,1,1,31.05,20.2675,540,27,0,0,0,0,11.4125,22.825,22.825,22.825,61,61,62.25,62.25,0,4,6,0,0,0,1,4,5,0,0,0,0,0,0,0,1015130,-1,-1,-1,-1,-1,,,702,-1,-1,,,-1
#chapter01_stage6_Stage_CaoYuan_08,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
10601,刀兵,0,0,6,1,84.6,92.6575,639.73953,23,0,0,0,0,43.2375,43.2375,43.2375,43.2375,113.5,113.5,118.875,118.875,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,400,-1,-1,,,-1
10602,女杀手,0,0,6,1,112.8,74.126,426.49302,23,0,0,0,0,34.59,34.59,34.59,34.59,113.5,147.55,118.875,118.875,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,,,-1
10603,拳师教头,0,0,7,1,167.832,167.36064,964.0953542,24,0,0,0,0,76.032,76.032,76.032,76.032,124,198.4,130.2,208.32,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,204200,-1,-1,-1,,,409,-1,-1,,,-1
10604,锤兵,0,0,7,1,167.832,167.36064,783.3274753,23,0,0,0,0,47.52,47.52,47.52,47.52,124,620,130.2,130.2,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,,,-1
10605,弓箭手,0,0,7,1,83.916,104.6004,482.0476771,23,0,0,0,0,38.016,38.016,38.016,38.016,124,124,130.2,130.2,0,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,213000,213100,-1,-1,-1,-1,,,419,-1,-1,,,-1
10606,女杀手队长,0,0,7,1,184.6152,146.44056,843.583435,23,0,0,0,0,66.528,66.528,66.528,66.528,124,235.6,130.2,208.32,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,,,-1
10607,护卫队长（boss）,0,0,8,2455.773772,212.72544,134.649015,14734.64263,24,0,0,0,0,134.6865,134.6865,134.6865,134.6865,134.5,269,141.525,283.05,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,211000,211100,211200,-1,-1,-1,,,60416,-1,-1,,,-1
#chapter02_stage1_Stage_ShaMo_13,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
20101,女杀手,0,0,8,1,157.5744,93.66888,561.3197193,23,0,0,0,0,41.442,41.442,41.442,41.442,134.5,174.85,141.525,141.525,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,404,-1,-1,,,-1
20102,剑兵,0,0,6,1,91.65,92.6575,533.116275,23,0,0,0,0,51.885,51.885,51.885,51.885,113.5,113.5,118.875,118.875,0,0,7,0,0,0,1,0,5,0,0,0,0,0,0,0,203000,203100,-1,-1,-1,-1,,,406,-1,-1,,,-1
20103,锤兵,0,0,9,1,235.776,208.18336,1008.754565,24,0,0,0,0,56.085,56.085,56.085,56.085,145,725,152.85,152.85,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,,,-1
20104,杀手头领,0,0,10,1,314.5824,202.18226,1212.029522,23,0,0,0,0,84.5145,84.5145,84.5145,84.5145,155.5,295.45,164.175,262.68,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,,,-1
20105,男道士,0,0,9,1,117.888,156.13752,775.9650504,23,0,0,0,0,84.1275,84.1275,84.1275,84.1275,145,145,152.85,152.85,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,207000,207100,-1,-1,-1,-1,,,411,-1,-1,,,-1
20106,雷震子(boss),0,0,8,1754.124123,236.3616,187.33776,10524.74474,24,0,0,0,0,51.8025,51.8025,25.90125,51.8025,134.5,134.5,141.525,141.525,0,0,8,0,0,0,1,0,6,0,0,0,0,0,0,0,34000,34200,1010080,34400,-1,-1,,,104,-1,-1,,,-1
#chapter02_stage2_Stage_CaoYuan_01,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
20201,拳师,0,0,9,1,165.0432,130.1146,310.3860201,23,0,0,0,0,56.085,56.085,56.085,56.085,145,145,152.85,152.85,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,-1,-1,-1,-1,,,408,-1,-1,,,-1
20202,剑兵,0,0,7,1,100.6992,104.6004,723.0715157,23,0,0,0,0,47.52,47.52,47.52,47.52,124,124,130.2,130.2,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,400,-1,-1,,,-1
20203,男道士,0,0,10,1,142.992,173.29908,865.7353726,24,0,0,0,0,90.55125,90.55125,90.55125,90.55125,155.5,155.5,164.175,164.175,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,207000,207100,-1,-1,-1,-1,,,411,-1,-1,,,-1
20204,杀手头领,0,0,9,1,259.3536,182.16044,1086.351071,23,0,0,0,0,78.519,78.519,78.519,78.519,145,275.5,152.85,244.56,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,202000,202100,-1,-1,-1,-1,,,405,-1,-1,,,-1
20205,拳师队长,0,0,11,1,455.04,375.592,1889.046649,23,0,0,0,0,154.95,154.95,154.95,154.95,201,402,208.75,417.5,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,204000,204100,204200,-1,-1,-1,,,60409,-1,-1,,,-1
20206,墨麒麟(boss),0,0,10,2434.880735,257.3856,202.18226,19479.04588,24,0,0,0,0,84.5145,84.5145,84.5145,84.5145,155.5,155.5,164.175,164.175,0,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,122000,122200,-1,-1,-1,-1,,,303,-1,-1,,,-1
#chapter02_stage3_Stage_01_01,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
20301,锤兵,0,0,10,1,285.984,231.06544,1125.455984,23,0,0,0,0,60.3675,60.3675,60.3675,60.3675,155.5,777.5,164.175,164.175,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,201000,201100,-1,-1,-1,-1,,,402,-1,-1,,,-1
20302,剑兵,0,0,7,1,100.6992,104.6004,723.0715157,23,0,0,0,0,47.52,47.52,47.52,47.52,124,124,130.2,130.2,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,200000,200100,-1,-1,-1,-1,,,400,-1,-1,,,-1
